node_id,metric_result
2119,"[1.13032428 1.46069244 1.48995733 1.48370056 1.47697903 1.47208931
 1.46859005 1.46601697 1.46406455 1.46254044 1.46132143 1.46032622
 1.45949943 1.45880228 1.45820688 1.45769273 1.4572444  1.45685014
 1.45650079 1.45618914 1.45590945 1.45565705 1.45542818 1.45521969
 1.455029  ]"
2120,"[0.69938955 1.08490801 1.28035629 1.36638136 1.4090732  1.43374011
 1.44958828 1.4605535  1.46855958 1.47464713 1.47942437 1.48326906
 1.48642754 1.48906699 1.49130468 1.49322526 1.49489124 1.49634983
 1.49763728 1.49878189 1.49980609 1.50072783 1.50156172 1.50231968
 1.5030116 ]"
2121,"[0.71388671 1.05481255 1.22955449 1.28921538 1.31615025 1.33091983
 1.34010036 1.34631075 1.35077243 1.35412425 1.35673028 1.35881226
 1.36051257 1.36192659 1.36312055 1.36414181 1.36502513 1.36579655
 1.36647597 1.36707886 1.36761742 1.36810138 1.36853862 1.36893558
 1.36929756]"
2122,"[0.83576251 1.01251271 1.07266618 1.09721962 1.10970909 1.11692418
 1.12149981 1.12461104 1.12684165 1.12850812 1.12979452 1.13081417
 1.13164024 1.1323218  1.13289292 1.13337787 1.13379442 1.13415583
 1.13447218 1.13475126 1.1349992  1.13522085 1.13542013 1.13560023
 1.13576374]"
2123,"[0.80656909 1.33326276 1.39936939 1.41395587 1.42026523 1.42382893
 1.42610787 1.42767996 1.4288237  1.42968973 1.43036633 1.43090839
 1.43135173 1.43172065 1.43203215 1.4322985  1.43252872 1.4327296
 1.43290637 1.43306306 1.43320289 1.4333284  1.43344168 1.43354442
 1.43363801]"
2124,"[0.8852825  1.32628413 1.37232815 1.38631687 1.3947487  1.40042885
 1.40445577 1.40743181 1.40970879 1.41150157 1.41294697 1.41413557
 1.41512938 1.41597218 1.41669565 1.41732328 1.41787279 1.41835783
 1.41878906 1.41917493 1.4195222  1.41983636 1.42012192 1.42038261
 1.42062152]"
2125,"[0.93802058 1.34308573 1.43345777 1.46552882 1.48303464 1.49444097
 1.50253081 1.50857595 1.51326385 1.51700367 1.52005522 1.52259154
 1.52473231 1.52656295 1.52814603 1.52952838 1.53074578 1.53182598
 1.53279088 1.53365795 1.53444132 1.53515252 1.53580106 1.53639486
 1.53694055]"
2126,"[0.73193683 1.46419055 1.57251727 1.59942328 1.61037592 1.61626717
 1.62000687 1.62263299 1.62460029 1.62614019 1.62738409 1.62841296
 1.62927985 1.63002124 1.63066314 1.6312247  1.63172035 1.63216121
 1.63255601 1.63291166 1.63323378 1.63352692 1.63379486 1.63404073
 1.63426717]"
2127,"[1.03464634 1.59259297 1.66149214 1.66736397 1.66736378 1.66717437
 1.66723351 1.66745644 1.6677555  1.66807951 1.66840205 1.66871052
 1.66899953 1.66926746 1.66951454 1.6697419  1.66995102 1.6701435
 1.6703209  1.67048469 1.6706362  1.67077664 1.67090709 1.6710285
 1.67114174]"
2128,"[0.80711852 1.53251654 1.59063384 1.5812448  1.5725313  1.56629263
 1.56169164 1.5581637  1.55537222 1.55310802 1.55123453 1.54965867
 1.54831481 1.5471553  1.5461447  1.54525611 1.54446871 1.54376619
 1.54313555 1.5425663  1.54204992 1.54157937 1.54114882 1.54075339
 1.54038894]"
2129,"[0.77137165 1.51279832 1.59337    1.60498478 1.60577058 1.60437802
 1.60263969 1.60099822 1.59954954 1.59829511 1.59721207 1.59627399
 1.59545695 1.59474082 1.59410908 1.59354833 1.59304768 1.59259824
 1.59219273 1.59182516 1.59149052 1.59118466 1.59090407 1.59064577
 1.59040725]"
2130,"[0.80999679 1.23770333 1.29604727 1.31596885 1.32631077 1.3324803
 1.33651641 1.33933983 1.34141637 1.34300348 1.34425381 1.34526313
 1.34609434 1.34679036 1.34738147 1.34788955 1.34833086 1.34871766
 1.34905943 1.34936356 1.34963592 1.34988121 1.35010328 1.35030525
 1.35048973]"
2131,"[0.37218704 1.18148164 1.24611095 1.24303624 1.23786723 1.23463417
 1.23275576 1.23165551 1.23099927 1.23060312 1.23036408 1.23022265
 1.23014327 1.23010406 1.23009116 1.23009563 1.23011155 1.23013496
 1.23016317 1.23019433 1.23022717 1.2302608  1.2302946  1.23032815
 1.23036115]"
2132,"[0.40094066 0.52304168 0.60621184 0.64212371 0.66356702 0.6787241
 0.69012495 0.6989712  0.70599208 0.71167189 0.7163446  0.72024619
 0.7235468  0.72637144 0.72881362 0.73094441 0.73281864 0.73447923
 0.73596016 0.73728869 0.7384869  0.73957282 0.74056139 0.74146498
 0.74229402]"
2133,"[0.49741624 0.51007816 0.54782397 0.5998003  0.63599712 0.66024809
 0.67714859 0.68944704 0.69873535 0.70596877 0.71174611 0.71645837
 0.72037027 0.72366671 0.72648041 0.72890888 0.73102532 0.73288562
 0.7345332  0.73600228 0.73732014 0.73850882 0.7395863  0.74056739
 0.74146439]"
2134,"[0.70156747 1.32560159 1.40803191 1.43080309 1.4404115  1.4455055
 1.4486126  1.45069176 1.45217625 1.45328767 1.45415035 1.45483914
 1.45540171 1.45586979 1.45626533 1.45660398 1.45689719 1.45715353
 1.45737954 1.45758031 1.45775985 1.45792136 1.45806743 1.45820016
 1.45832131]"
2135,"[0.88536491 1.38268195 1.49975143 1.52853927 1.53853629 1.54275022
 1.54472093 1.54568629 1.54615597 1.54636502 1.54643109 1.54641682
 1.54635715 1.54627226 1.54617411 1.5460699  1.54596402 1.54585912
 1.54575679 1.54565794 1.54556305 1.54547235 1.54538589 1.54530359
 1.54522533]"
2136,"[0.81509644 1.32817741 1.4181028  1.44681502 1.45994802 1.46724295
 1.47181444 1.47492224 1.47716171 1.47884726 1.48015931 1.48120829
 1.48206536 1.48277831 1.48338039 1.48389542 1.48434088 1.48472989
 1.48507249 1.48537648 1.485648   1.48589197 1.48611237 1.48631244
 1.48649486]"
2137,"[0.88550821 1.4244746  1.50444408 1.53025942 1.54148627 1.54722678
 1.55050739 1.55253868 1.55387417 1.55479388 1.55545099 1.55593471
 1.55629969 1.55658083 1.55680125 1.55697668 1.55711815 1.55723355
 1.55732863 1.55740769 1.55747394 1.55752985 1.55757735 1.55761792
 1.55765276]"
2138,"[0.97122314 1.46322471 1.50577003 1.52153653 1.53099041 1.53695729
 1.54091584 1.54367211 1.54567305 1.54717715 1.548341   1.54926363
 1.55001012 1.55062467 1.55113821 1.55157294 1.55194512 1.55226694
 1.55254769 1.55279453 1.5530131  1.55320786 1.55338242 1.55353968
 1.55368204]"
2139,"[0.60006566 1.18266721 1.2851116  1.29247129 1.29016877 1.2874872
 1.28541709 1.28389698 1.28277259 1.28192386 1.28126881 1.28075251
 1.2803378  1.27999906 1.27971825 1.2794824  1.279282   1.27910998
 1.27896095 1.27883078 1.27871623 1.27861476 1.27852432 1.27844327
 1.27837027]"
2140,"[0.73666517 0.80325105 0.76014884 0.70585861 0.65994333 0.62417679
 0.59692525 0.57624069 0.56048348 0.54839161 0.53902599 0.53169747
 0.5259023  0.52127164 0.51753403 0.5144882  0.51198362 0.50990666
 0.50817073 0.50670923 0.50547041 0.50441376 0.50350724 0.50272532
 0.5020475 ]"
2141,"[0.50140433 0.72003848 0.74049864 0.72168815 0.69697156 0.67406103
 0.65439672 0.63783901 0.62390926 0.61212379 0.60207315 0.59342903
 0.58593264 0.57938044 0.57361172 0.56849869 0.56393894 0.55984964
 0.55616332 0.55282447 0.54978717 0.54701305 0.5444699  0.54213048
 0.5399716 ]"
2142,"[0.796054   0.71529593 0.64015834 0.60260951 0.59658881 0.60277578
 0.61132563 0.61928534 0.62606548 0.63171782 0.63642833 0.64038142
 0.64372995 0.64659408 0.64906691 0.65122057 0.6531113  0.65478329
 0.65627167 0.65760456 0.65880477 0.6598909  0.66087829 0.66177968
 0.66260574]"
2143,"[0.63589542 1.05849785 1.11069142 1.13068238 1.14400848 1.15318154
 1.15970884 1.16453045 1.16821412 1.17110978 1.17344083 1.17535508
 1.17695367 1.17830785 1.17946916 1.18047572 1.1813563  1.18213301
 1.1828231  1.18344021 1.18399529 1.1844972  1.1849532  1.18536929
 1.18575048]"
2144,"[0.66842517 1.24902453 1.34029851 1.36731949 1.37880601 1.38482379
 1.38842448 1.39078312 1.392432   1.39364221 1.39456449 1.39528865
 1.39587116 1.39634919 1.39674811 1.39708576 1.39737506 1.39762559
 1.39784456 1.39803751 1.39820878 1.3983618  1.3984993  1.39862352
 1.39873628]"
2145,"[0.73656207 1.41947601 1.50783965 1.52731274 1.53526971 1.53988157
 1.54302883 1.54535707 1.54716193 1.54860568 1.54978773 1.55077343
 1.55160781 1.55232309 1.55294292 1.5534851  1.55396327 1.55438807
 1.5547679  1.55510952 1.55541837 1.55569894 1.55595492 1.55618939
 1.55640494]"
2146,"[0.55416156 1.19150444 1.30294212 1.33791913 1.35409511 1.36319254
 1.36895073 1.3728952  1.37575416 1.37791568 1.37960418 1.38095795
 1.38206657 1.38299049 1.38377194 1.38444128 1.38502084 1.38552744
 1.38597395 1.38637042 1.38672476 1.38704332 1.38733123 1.3875927
 1.38783119]"
2147,"[0.99760737 1.37537464 1.44141913 1.46968405 1.48608704 1.49671913
 1.50410831 1.50951314 1.51362477 1.51685096 1.5194463  1.52157729
 1.52335713 1.52486525 1.52615898 1.5272807  1.52826235 1.52912849
 1.52989826 1.53058683 1.53120635 1.53176666 1.53227583 1.53274055
 1.53316636]"
2148,"[1.09955723 1.42460936 1.45182496 1.46401008 1.47499323 1.48372683
 1.49046974 1.49571993 1.49988215 1.50324526 1.50601094 1.50832116
 1.51027753 1.51195422 1.51340637 1.51467574 1.51579446 1.51678763
 1.51767509 1.51847276 1.51919354 1.51984797 1.52044477 1.5209912
 1.52149335]"
2149,"[0.80024478 1.34133111 1.41167162 1.44224321 1.46098413 1.47331241
 1.48191187 1.48820884 1.49300213 1.49676556 1.49979528 1.50228495
 1.50436612 1.50613109 1.50764646 1.50896145 1.51011318 1.51113017
 1.51203468 1.51284435 1.51357331 1.51423304 1.51483292 1.51538073
 1.51588295]"
2150,"[0.9857768  1.24678671 1.29844865 1.31979986 1.33126716 1.33840165
 1.343272   1.34681191 1.3495031  1.35161926 1.35332753 1.35473582
 1.355917   1.35692202 1.35778765 1.35854105 1.35920276 1.35978858
 1.36031087 1.36077945 1.36120221 1.36158556 1.36193476 1.3622542
 1.36254753]"
2151,"[0.39484604 1.08972572 1.21021014 1.24010786 1.25235169 1.2588061
 1.26275119 1.2654029  1.26730554 1.26873681 1.2698526  1.27074696
 1.27147995 1.27209173 1.27261012 1.27305503 1.27344109 1.27377928
 1.274078   1.27434378 1.27458181 1.27479623 1.27499038 1.27516701
 1.27532841]"
2152,"[1.04458961 1.55953524 1.63049867 1.63143982 1.62294567 1.61430636
 1.6069797  1.60098036 1.59607477 1.59202936 1.58865558 1.58580926
 1.5833815  1.58128978 1.57947104 1.57787652 1.57646813 1.57521572
 1.57409519 1.5730871  1.57217556 1.57134751 1.57059213 1.56990035
 1.56926455]"
2153,"[0.85676965 1.34971685 1.40460482 1.42470296 1.43588598 1.44274478
 1.44728424 1.45047547 1.45282689 1.45462474 1.45604051 1.45718246
 1.45812197 1.45890785 1.45957454 1.46014698 1.46064367 1.46107859
 1.46146251 1.46180384 1.46210926 1.46238412 1.46263276 1.46285875
 1.46306502]"
2154,"[0.32190871 1.06084493 1.26273019 1.32563586 1.35335994 1.36845885
 1.37782887 1.38416848 1.3887266  1.39215423 1.39482188 1.39695513
 1.39869883 1.40015012 1.40137643 1.40242607 1.40333447 1.40412822
 1.40482766 1.4054486  1.40600351 1.40650235 1.40695319 1.40736263
 1.4077361 ]"
2155,"[1.21783677 1.42447468 1.41030974 1.39868883 1.3926078  1.38903547
 1.38670465 1.3850662  1.38385137 1.38291432 1.38216929 1.38156255
 1.38105877 1.3806337  1.3802702  1.37995576 1.37968105 1.37943898
 1.37922404 1.37903191 1.37885913 1.37870292 1.378561   1.37843149
 1.37831283]"
2156,"[0.49908779 0.98170465 1.07407643 1.11143716 1.13294196 1.14706666
 1.15705265 1.16447636 1.17020515 1.17475615 1.1784565  1.181523
 1.18410488 1.1863081  1.18820995 1.18986809 1.19132639 1.19261883
 1.19377211 1.19480749 1.19574215 1.19659007 1.19736276 1.1980698
 1.19871919]"
2157,"[0.79116488 1.218683   1.36450061 1.42164555 1.44989599 1.46622376
 1.47668481 1.48388762 1.48911617 1.49306759 1.49614982 1.49861601
 1.50063094 1.50230611 1.5037195  1.50492717 1.50597041 1.50688024
 1.50768043 1.50838946 1.5090219  1.50958942 1.51010142 1.51056562
 1.51098834]"
2158,"[0.37803492 1.20439775 1.31885091 1.3455342  1.35699055 1.36361543
 1.36802957 1.3712108  1.37362181 1.37551542 1.37704329 1.37830255
 1.37935852 1.38025685 1.38103042 1.38170355 1.38229461 1.38281775
 1.38328404 1.38370227 1.38407949 1.38442146 1.3847329  1.38501771
 1.38527917]"
2159,"[0.65820871 1.17915251 1.27666647 1.29411236 1.29834668 1.29944645
 1.29960317 1.29944398 1.2991814  1.29889477 1.29861482 1.29835298
 1.29811264 1.2978938  1.29769508 1.29751464 1.29735056 1.29720104
 1.29706441 1.29693923 1.29682422 1.29671824 1.29662034 1.29652965
 1.29644545]"
2160,"[1.14549773 1.56160032 1.62515929 1.61929272 1.60761808 1.597307
 1.58895038 1.58222922 1.57677019 1.57227491 1.56852146 1.56534678
 1.56263024 1.56028153 1.558232   1.55642879 1.55483057 1.55340466
 1.5521249  1.5509701  1.54992295 1.54896918 1.54809691 1.54729617
 1.54655857]"
2161,"[0.69299358 1.13476784 1.20975976 1.23231918 1.24332299 1.24993669
 1.25435473 1.25750743 1.25986445 1.2616896  1.26314244 1.264325
 1.26530544 1.26613094 1.2668352  1.26744285 1.26797232 1.26843767
 1.26884981 1.2692173  1.26954697 1.26984436 1.27011394 1.27035943
 1.27058391]"
2162,"[0.78884874 1.35206182 1.47400515 1.51750886 1.53873705 1.55097967
 1.55883627 1.56426333 1.56821802 1.5712187  1.57356851 1.57545572
 1.57700305 1.57829371 1.57938601 1.580322   1.58113268 1.58184143
 1.5824662  1.58302097 1.5835168  1.58396256 1.58436541 1.58473124
 1.5850649 ]"
2163,"[1.00395709 1.34572357 1.41228289 1.43300427 1.44339615 1.44961239
 1.45371898 1.45662095 1.45877482 1.46043418 1.46175045 1.46281937
 1.46370427 1.46444866 1.46508342 1.46563101 1.46610816 1.46652762
 1.46689921 1.46723067 1.46752816 1.46779663 1.46804012 1.46826196
 1.46846491]"
2164,"[0.96916593 1.52120741 1.60470645 1.62192954 1.6240818  1.62253345
 1.62016153 1.61777193 1.61558817 1.6136542  1.61195763 1.6104705
 1.60916316 1.60800871 1.60698407 1.60606992 1.60525021 1.60451162
 1.60384308 1.60323538 1.60268076 1.60217272 1.60170574 1.6012751
 1.6008768 ]"
2165,"[0.20831511 0.87046322 1.01527351 1.06269599 1.0854928  1.09876256
 1.1074055  1.1134668  1.11794599 1.12138766 1.12411311 1.12632386
 1.12815254 1.12968997 1.13100037 1.13213042 1.13311486 1.13398006
 1.13474639 1.13542985 1.13604317 1.1365966  1.13709849 1.13755571
 1.13797395]"
2166,"[1.3604433  1.52447993 1.45197415 1.41587376 1.40274202 1.39804871
 1.39638487 1.39587694 1.39583373 1.39597979 1.39619835 1.39643787
 1.39667536 1.3969009  1.39711069 1.39730388 1.39748094 1.39764298
 1.39779129 1.39792718 1.39805192 1.39816665 1.39827242 1.39837014
 1.39846065]"
2167,"[0.618719   1.09621931 1.20526796 1.2415514  1.25880622 1.26874834
 1.27517518 1.27965726 1.2829554  1.28548116 1.28747593 1.28909039
 1.29042335 1.29154222 1.29249456 1.29331484 1.29402866 1.29465543
 1.2952101  1.29570442 1.2961477  1.29654744 1.29690974 1.29723962
 1.29754123]"
2168,"[0.79727923 1.25609234 1.33295987 1.34538087 1.34735329 1.34713155
 1.3464341  1.34568964 1.34500865 1.34441265 1.34389751 1.34345265
 1.34306702 1.34273085 1.34243595 1.34217564 1.34194445 1.34173796
 1.34155253 1.3413852  1.34123349 1.34109538 1.34096914 1.34085332
 1.34074672]"
2169,"[1.15847733 1.44515008 1.55473636 1.58838466 1.6027402  1.61048729
 1.61534802 1.61871188 1.62119857 1.62312379 1.62466546 1.6259319
 1.62699324 1.62789708 1.62867698 1.62935743 1.62995672 1.63048881
 1.6309646  1.63139272 1.63178007 1.6321323  1.63245401 1.63274905
 1.63302064]"
2170,"[0.84483896 1.05090082 1.17764384 1.22736154 1.25190025 1.26614365
 1.27533685 1.28172105 1.28639607 1.28995926 1.29276102 1.29501962
 1.29687777 1.29843251 1.29975206 1.30088572 1.30186997 1.30273237
 1.30349414 1.30417184 1.30477861 1.305325   1.30581955 1.30626929
 1.30668004]"
2171,"[0.67454806 0.99892859 1.00016277 1.01284894 1.02648699 1.0368127
 1.04444205 1.05020791 1.05468815 1.0582584  1.06116559 1.06357651
 1.06560709 1.06734013 1.06883621 1.07014059 1.07128777 1.07230447
 1.07321168 1.07402614 1.07476137 1.07542836 1.07603618 1.07659236
 1.0771032 ]"
2172,"[0.96497305 1.4417734  1.50439212 1.52079203 1.52661272 1.52883124
 1.52962893 1.5298141  1.52972266 1.5295062  1.52923717 1.5289514
 1.52866685 1.5283924  1.52813211 1.52788753 1.52765888 1.52744564
 1.52724696 1.52706185 1.52688928 1.52672822 1.52657773 1.52643692
 1.52630498]"
2173,"[1.19602644 1.52123741 1.58209341 1.59019473 1.58871316 1.58559871
 1.58250534 1.57977482 1.57743524 1.57544052 1.57373373 1.57226365
 1.57098791 1.56987249 1.5688902  1.56801936 1.56724252 1.56654559
 1.56591708 1.56534754 1.56482918 1.56435547 1.56392096 1.56352101
 1.56315169]"
2174,"[0.8240559  1.29838419 1.40643124 1.42205418 1.42322341 1.42210478
 1.42079019 1.41964783 1.41871041 1.41794695 1.41732092 1.41680187
 1.41636638 1.41599681 1.41567984 1.41540536 1.41516559 1.41495451
 1.41476736 1.41460036 1.41445049 1.41431526 1.41419267 1.41408104
 1.41397899]"
2175,"[0.83410632 1.44533142 1.55476192 1.58507012 1.59752827 1.60404895
 1.60800188 1.6106387  1.61251812 1.61392389 1.61501447 1.615885
 1.61659592 1.61718743 1.61768731 1.61811533 1.61848595 1.61881003
 1.6190958  1.61934971 1.61957679 1.6197811  1.61996591 1.62013387
 1.6202872 ]"
2176,"[0.40984835 1.21995663 1.47399615 1.56506088 1.60778553 1.63177466
 1.64689759 1.65721499 1.66466556 1.67028029 1.67465383 1.67815153
 1.68100945 1.68338651 1.68539346 1.6871097  1.68859359 1.68988896
 1.69102931 1.69204073 1.69294375 1.69375483 1.69448724 1.69515184
 1.69575759]"
2177,"[0.4389263  0.85389972 1.02007095 1.08796033 1.124313   1.14683685
 1.16211731 1.17314617 1.18147279 1.18797775 1.1931977  1.19747793
 1.20105049 1.20407703 1.20667354 1.20892541 1.21089685 1.21263709
 1.21418447 1.21556933 1.21681596 1.21794405 1.21896972 1.21990629
 1.22076489]"
2178,"[0.98413682 1.48877898 1.59969258 1.63989177 1.65912365 1.66978914
 1.67632999 1.68064627 1.68365676 1.68584903 1.68750136 1.68878216
 1.68979832 1.69062044 1.69129677 1.6918612  1.69233817 1.69274568
 1.69309724 1.69340315 1.69367141 1.69390829 1.69411878 1.69430689
 1.69447589]"
2179,"[0.77790653 1.41371519 1.56167547 1.61215419 1.63566704 1.6487266
 1.65684857 1.66231193 1.66620365 1.66909912 1.671328   1.6730913
 1.67451782 1.67569358 1.67667803 1.67751345 1.6782307  1.67885276
 1.67939709 1.67987719 1.68030361 1.68068477 1.68102741 1.68133702
 1.68161809]"
2180,"[0.57727377 1.14061896 1.22481795 1.25408192 1.27188102 1.28366844
 1.29185865 1.29780914 1.30230062 1.30579935 1.30859618 1.31088028
 1.31277927 1.31438211 1.31575254 1.31693736 1.31797168 1.31888232
 1.31969012 1.3204115  1.32105957 1.32164495 1.32217627 1.32266067
 1.3231041 ]"
2181,"[0.8949687  1.36467123 1.33869589 1.3021447  1.28217287 1.27182053
 1.26624843 1.263096   1.26123207 1.26009136 1.25937607 1.25892117
 1.25863098 1.25844785 1.25833581 1.2582718  1.25824065 1.25823219
 1.25823943 1.25825756 1.25828316 1.25831382 1.25834782 1.25838389
 1.25842115]"
2182,"[1.06294423 1.42531364 1.44620791 1.44088586 1.43524573 1.4309445
 1.42772453 1.42526565 1.42334099 1.42179948 1.42053986 1.41949274
 1.41860931 1.41785443 1.41720224 1.41663329 1.41613271 1.41568897
 1.41529295 1.4149374  1.41461643 1.41432525 1.41405992 1.41381716
 1.4135942 ]"
2183,"[0.616064   1.2545336  1.30456747 1.3050417  1.3039772  1.30373725
 1.30395098 1.30433988 1.30477518 1.3052028  1.30560195 1.30596633
 1.30629582 1.3065928  1.30686044 1.30710205 1.30732072 1.3075192
 1.30769995 1.30786506 1.30801637 1.30815546 1.30828368 1.30840222
 1.3085121 ]"
2184,"[0.07587573 0.7329534  0.97714752 1.07024358 1.11238601 1.13492017
 1.14855098 1.15755658 1.16390128 1.16859189 1.17219087 1.17503457
 1.17733541 1.17923372 1.18082568 1.18217932 1.18334403 1.18435654
 1.18524466 1.18602987 1.18672899 1.18735538 1.18791978 1.18843092
 1.18889597]"
2185,"[0.92221733 1.28952446 1.33875662 1.37519795 1.40144435 1.41953816
 1.43235981 1.44179549 1.44898275 1.45461897 1.45914721 1.46285957
 1.4659553  1.46857445 1.47081806 1.47276078 1.47445885 1.47595541
 1.47728409 1.47847148 1.47953885 1.48050344 1.48137934 1.4821782
 1.48290971]"
2186,"[1.14464782 1.45762605 1.48531207 1.49556742 1.50179428 1.5054734
 1.5077151  1.50914165 1.51008674 1.51073457 1.51119132 1.5115209
 1.51176326 1.51194426 1.51208113 1.51218565 1.51226608 1.51232828
 1.51237655 1.51241403 1.51244309 1.5124655  1.51248265 1.51249559
 1.51250515]"
2187,"[0.46559482 1.22619249 1.41947273 1.4891169  1.52319093 1.54302124
 1.55588331 1.5648616  1.57146836 1.57652625 1.58051914 1.58374941
 1.58641541 1.58865245 1.59055594 1.59219506 1.59362113 1.59487303
 1.59598076 1.59696781 1.59785284 1.59865085 1.59937407 1.6000325
 1.60063448]"
2188,"[0.51069682 1.52475605 1.66093867 1.67760711 1.6778406  1.67659167
 1.67585614 1.67565024 1.67577641 1.67608336 1.67647837 1.67690825
 1.67734342 1.67776795 1.67817373 1.67855705 1.67891674 1.679253
 1.67956679 1.67985942 1.68013237 1.68038712 1.68062512 1.68084774
 1.68105626]"
2189,"[0.8801297  1.53331897 1.6229811  1.63880174 1.64095299 1.63981706
 1.63790448 1.63592872 1.63409807 1.6324614  1.63101534 1.62974058
 1.6286147  1.62761658 1.62672772 1.62593241 1.62521746 1.62457181
 1.62398624 1.62345299 1.62296554 1.62251838 1.6221068  1.6217268
 1.62137493]"
